timestamp,agent.name,rule.description,rule.level,rule.id,full_log
2026-06-22T14:27:12.140+0000,Wazuh-Manager-Server,Host-based anomaly detection event (rootcheck).,7,510.0,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).
2026-06-22T14:27:12.153+0000,Wazuh-Manager-Server,Host-based anomaly detection event (rootcheck).,7,510.0,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).
2026-06-22T14:27:23.487+0000,Wazuh-Manager-Server,New dpkg (Debian Package) requested to install.,3,2901.0,2026-06-22 14:27:23 install filebeat:amd64 <none> 7.10.2
2026-06-22T14:27:23.507+0000,Wazuh-Manager-Server,Wazuh server started.,3,502.0,ossec: Manager started.
2026-06-22T14:27:39.502+0000,Wazuh-Manager-Server,Dpkg (Debian Package) half configured.,7,2904.0,2026-06-22 14:27:37 status half-configured filebeat:amd64 7.10.2
2026-06-22T14:27:39.502+0000,Wazuh-Manager-Server,New dpkg (Debian Package) installed.,7,2902.0,2026-06-22 14:27:39 status installed filebeat:amd64 7.10.2
2026-06-22T14:27:59.529+0000,Wazuh-Manager-Server,New dpkg (Debian Package) requested to install.,3,2901.0,2026-06-22 14:27:58 install wazuh-dashboard:amd64 <none> 4.9.2-1
2026-06-22T14:28:01.654+0000,Wazuh-Manager-Server,New group added to the system.,8,5901.0,"Jun 22 14:28:00 Wazuh-Manager-Server groupadd[58143]: new group: name=wazuh-dashboard, GID=115"
2026-06-22T14:28:03.655+0000,Wazuh-Manager-Server,New user added to the system.,8,5902.0,"Jun 22 14:28:02 Wazuh-Manager-Server useradd[58155]: new user: name=wazuh-dashboard, UID=111, GID=115, home=/nonexistent, shell=/bin/false, from=none"
2026-06-22T14:31:17.801+0000,Wazuh-Manager-Server,Dpkg (Debian Package) half configured.,7,2904.0,2026-06-22 14:31:16 status half-configured wazuh-dashboard:amd64 4.9.2-1
2026-06-22T14:31:19.722+0000,Wazuh-Manager-Server,New dpkg (Debian Package) installed.,7,2902.0,2026-06-22 14:31:19 status installed wazuh-dashboard:amd64 4.9.2-1
2026-06-22T14:31:19.850+0000,Wazuh-Manager-Server,PAM: Login session opened.,3,5501.0,Jun 22 14:31:17 Wazuh-Manager-Server runuser[58853]: pam_unix(runuser:session): session opened for user wazuh-dashboard(uid=111) by admin_soc(uid=0)
2026-06-22T14:31:19.850+0000,Wazuh-Manager-Server,PAM: Login session closed.,3,5502.0,Jun 22 14:31:18 Wazuh-Manager-Server runuser[58853]: pam_unix(runuser:session): session closed for user wazuh-dashboard
2026-06-22T14:31:19.850+0000,Wazuh-Manager-Server,PAM: Login session opened.,3,5501.0,Jun 22 14:31:18 Wazuh-Manager-Server runuser[58872]: pam_unix(runuser:session): session opened for user wazuh-dashboard(uid=111) by admin_soc(uid=0)
2026-06-22T14:31:19.850+0000,Wazuh-Manager-Server,PAM: Login session closed.,3,5502.0,Jun 22 14:31:18 Wazuh-Manager-Server runuser[58872]: pam_unix(runuser:session): session closed for user wazuh-dashboard
2026-06-22T14:31:19.850+0000,Wazuh-Manager-Server,PAM: Login session opened.,3,5501.0,Jun 22 14:31:18 Wazuh-Manager-Server runuser[58893]: pam_unix(runuser:session): session opened for user wazuh-dashboard(uid=111) by admin_soc(uid=0)
2026-06-22T14:31:19.850+0000,Wazuh-Manager-Server,PAM: Login session closed.,3,5502.0,Jun 22 14:31:19 Wazuh-Manager-Server runuser[58893]: pam_unix(runuser:session): session closed for user wazuh-dashboard
2026-06-22T14:31:50.684+0000,Wazuh-Manager-Server,Host-based anomaly detection event (rootcheck).,7,510.0,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).
2026-06-22T14:31:50.707+0000,Wazuh-Manager-Server,Host-based anomaly detection event (rootcheck).,7,510.0,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).
2026-06-22T14:32:01.086+0000,Wazuh-Manager-Server,Wazuh server started.,3,502.0,ossec: Manager started.
2026-06-22T14:32:10.056+0000,Wazuh-Manager-Server,PAM: Login session closed.,3,5502.0,Jun 22 14:32:09 Wazuh-Manager-Server sudo[4279]: pam_unix(sudo:session): session closed for user root
2026-06-22T14:32:10.056+0000,Wazuh-Manager-Server,PAM: Login session closed.,3,5502.0,Jun 22 14:32:09 Wazuh-Manager-Server sshd[4228]: pam_unix(sshd:session): session closed for user admin_soc
2026-06-22T14:35:02.210+0000,Wazuh-Manager-Server,sshd: authentication success.,3,5715.0,Jun 22 14:35:01 Wazuh-Manager-Server sshd[61528]: Accepted password for admin_soc from 118.99.84.9 port 11146 ssh2
2026-06-22T14:35:02.210+0000,Wazuh-Manager-Server,PAM: Login session opened.,3,5501.0,Jun 22 14:35:01 Wazuh-Manager-Server sshd[61528]: pam_unix(sshd:session): session opened for user admin_soc(uid=1000) by admin_soc(uid=0)
2026-06-22T14:35:02.210+0000,Wazuh-Manager-Server,First time user executed sudo.,4,5403.0,Jun 22 14:35:02 Wazuh-Manager-Server sudo[61589]: admin_soc : PWD=/home/admin_soc ; USER=root ; COMMAND=/usr/bin/bash -c 'sudo find / -name wazuh-passwords-tool.sh 2>/dev/null'
2026-06-22T14:35:02.210+0000,Wazuh-Manager-Server,First time user executed sudo.,4,5403.0,Jun 22 14:35:02 Wazuh-Manager-Server sudo[61591]:     root : PWD=/home/admin_soc ; USER=root ; COMMAND=/usr/bin/find / -name wazuh-passwords-tool.sh
2026-06-22T14:35:02.210+0000,Wazuh-Manager-Server,PAM: Login session opened.,3,5501.0,Jun 22 14:35:02 Wazuh-Manager-Server sudo[61591]: pam_unix(sudo:session): session opened for user root(uid=0) by admin_soc(uid=0)
2026-06-22T14:35:02.210+0000,Wazuh-Manager-Server,PAM: Login session opened.,3,5501.0,Jun 22 14:35:02 Wazuh-Manager-Server sudo[61589]: pam_unix(sudo:session): session opened for user root(uid=0) by admin_soc(uid=1000)
2026-06-22T14:35:22.228+0000,Wazuh-Manager-Server,PAM: Login session closed.,3,5502.0,Jun 22 14:35:20 Wazuh-Manager-Server sudo[61589]: pam_unix(sudo:session): session closed for user root
2026-06-22T14:35:22.228+0000,Wazuh-Manager-Server,Successful sudo to ROOT executed.,3,5402.0,Jun 22 14:35:20 Wazuh-Manager-Server sudo[61596]: admin_soc : PWD=/home/admin_soc ; USER=root ; COMMAND=/usr/bin/bash -c 'sudo bash /usr/share/wazuh-indexer/plugins/opensearch-security/tools/wazuh-passwords-tool.sh -u admin -p \'ProyekSoc2026!\''
2026-06-22T14:35:22.228+0000,Wazuh-Manager-Server,PAM: Login session opened.,3,5501.0,Jun 22 14:35:20 Wazuh-Manager-Server sudo[61596]: pam_unix(sudo:session): session opened for user root(uid=0) by admin_soc(uid=1000)
2026-06-22T14:35:22.228+0000,Wazuh-Manager-Server,PAM: Login session closed.,3,5502.0,Jun 22 14:35:20 Wazuh-Manager-Server sudo[61591]: pam_unix(sudo:session): session closed for user root
2026-06-22T14:35:22.228+0000,Wazuh-Manager-Server,PAM: Login session opened.,3,5501.0,Jun 22 14:35:20 Wazuh-Manager-Server sudo[61597]: pam_unix(sudo:session): session opened for user root(uid=0) by admin_soc(uid=0)
2026-06-22T14:35:22.228+0000,Wazuh-Manager-Server,Successful sudo to ROOT executed.,3,5402.0,Jun 22 14:35:20 Wazuh-Manager-Server sudo[61597]:     root : PWD=/home/admin_soc ; USER=root ; COMMAND=/usr/bin/bash /usr/share/wazuh-indexer/plugins/opensearch-security/tools/wazuh-passwords-tool.sh -u admin -p ProyekSoc2026!
2026-06-22T14:35:24.230+0000,Wazuh-Manager-Server,PAM: Login session closed.,3,5502.0,Jun 22 14:35:24 Wazuh-Manager-Server sudo[61597]: pam_unix(sudo:session): session closed for user root
2026-06-22T14:35:24.230+0000,Wazuh-Manager-Server,PAM: Login session closed.,3,5502.0,Jun 22 14:35:24 Wazuh-Manager-Server sudo[61596]: pam_unix(sudo:session): session closed for user root
2026-06-22T14:35:26.232+0000,Wazuh-Manager-Server,PAM: Login session closed.,3,5502.0,Jun 22 14:35:24 Wazuh-Manager-Server sshd[61528]: pam_unix(sshd:session): session closed for user admin_soc
2026-06-22T14:35:44.251+0000,Wazuh-Manager-Server,PAM: Login session opened.,3,5501.0,Jun 22 14:35:42 Wazuh-Manager-Server sshd[61695]: pam_unix(sshd:session): session opened for user admin_soc(uid=1000) by admin_soc(uid=0)
2026-06-22T14:35:44.250+0000,Wazuh-Manager-Server,sshd: authentication success.,3,5715.0,Jun 22 14:35:42 Wazuh-Manager-Server sshd[61695]: Accepted password for admin_soc from 118.99.84.9 port 10967 ssh2
2026-06-22T14:35:44.251+0000,Wazuh-Manager-Server,Successful sudo to ROOT executed.,3,5402.0,Jun 22 14:35:43 Wazuh-Manager-Server sudo[61744]: admin_soc : PWD=/home/admin_soc ; USER=root ; COMMAND=/usr/bin/bash -c 'sudo bash /usr/share/wazuh-indexer/plugins/opensearch-security/tools/wazuh-passwords-tool.sh -u admin -p \'ProyekSoc2026-\''
2026-06-22T14:35:44.251+0000,Wazuh-Manager-Server,PAM: Login session opened.,3,5501.0,Jun 22 14:35:43 Wazuh-Manager-Server sudo[61744]: pam_unix(sudo:session): session opened for user root(uid=0) by admin_soc(uid=1000)
2026-06-22T14:35:44.251+0000,Wazuh-Manager-Server,Successful sudo to ROOT executed.,3,5402.0,Jun 22 14:35:43 Wazuh-Manager-Server sudo[61745]:     root : PWD=/home/admin_soc ; USER=root ; COMMAND=/usr/bin/bash /usr/share/wazuh-indexer/plugins/opensearch-security/tools/wazuh-passwords-tool.sh -u admin -p ProyekSoc2026-
2026-06-22T14:35:44.251+0000,Wazuh-Manager-Server,PAM: Login session opened.,3,5501.0,Jun 22 14:35:43 Wazuh-Manager-Server sudo[61745]: pam_unix(sudo:session): session opened for user root(uid=0) by admin_soc(uid=0)
2026-06-22T14:36:04.438+0000,Wazuh-Manager-Server,Host-based anomaly detection event (rootcheck).,7,510.0,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).
2026-06-22T14:36:04.450+0000,Wazuh-Manager-Server,Host-based anomaly detection event (rootcheck).,7,510.0,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).
